seq,p_value,appears_random
0,0.24077592240775922,1
1,0.25307469253074694,1
2,0.22007799220077992,1
3,0.1436856314368563,1
4,0.5518448155184481,1
5,0.8005199480051994,1
6,0.5912408759124088,1
7,0.8738126187381262,1
8,0.9779022097790221,1
9,0.43555644435556445,1
10,0.8274172582741726,1
11,0.9264073592640736,1
12,0.5075492450754925,1
13,0.6096390360963904,1
14,0.36806319368063195,1
15,0.6558344165583442,1
16,0.7011298870112989,1
17,0.28487151284871515,1
18,0.08289171082891711,1
19,0.9783021697830216,1
20,0.22317768223177684,1
21,0.42485751424857515,1
22,0.3391660833916608,1
23,0.5253474652534746,1
24,0.21007899210078992,1
25,0.2933706629337066,1
26,0.12138786121387861,1
27,0.593940605939406,1
28,0.939006099390061,1
29,0.9376062393760624,1
30,0.6363363663633637,1
31,0.132986701329867,1
32,0.18698130186981302,1
33,0.33136686331366866,1
34,0.0375962403759624,0
35,0.6311368863113689,1
36,0.5838416158384162,1
37,0.07029297070292971,1
38,0.9531046895310469,1
39,0.6353364663533647,1
40,0.7713228677132287,1
41,0.6202379762023797,1
42,0.1847815218478152,1
43,0.20387961203879612,1
44,0.6202379762023797,1
45,0.9406059394060594,1
46,0.9592040795920408,1
47,0.0235976402359764,0
48,0.9626037396260374,1
49,0.9268073192680731,1
50,0.5996400359964004,1
51,0.8812118788121188,1
52,0.6182381761823817,1
53,0.2101789821017898,1
54,0.09319068093190681,1
55,0.0418958104189581,0
56,0.634936506349365,1
57,0.46715328467153283,1
58,0.38736126387361264,1
59,0.7482251774822518,1
60,0.10308969103089691,1
61,0.18388161183881613,1
62,0.6483351664833517,1
63,0.3230676932306769,1
64,0.6031396860313969,1
65,0.15848415158484153,1
66,0.7974202579742026,1
67,0.23807619238076191,1
68,0.5935406459354065,1
69,0.49805019498050196,1
70,0.583941605839416,1
71,0.22477752224777522,1
72,0.056694330566943306,1
73,0.5760423957604239,1
74,0.5681431856814319,1
75,0.7624237576242375,1
76,0.49945005499450057,1
77,0.8105189481051894,1
78,0.7577242275772422,1
79,0.9924007599240076,1
80,0.027497250274972504,0
81,0.5973402659734026,1
82,0.763023697630237,1
83,0.49025097490250974,1
84,0.38336166383361664,1
85,0.7212278772122788,1
86,0.14708529147085292,1
87,0.2802719728027197,1
88,0.6328367163283671,1
89,0.3955604439556044,1
90,0.15258474152584742,1
91,0.6391360863913609,1
92,0.1797820217978202,1
93,0.7333266673332667,1
94,0.36806319368063195,1
95,0.3605639436056394,1
96,0.1645835416458354,1
97,0.137986201379862,1
98,0.15348465153484653,1
99,0.8306169383061693,1
100,0.6447355264473552,1
101,0.5132486751324867,1
102,0.35406459354064596,1
103,0.8476152384761524,1
104,0.8098190180981902,1
105,0.8829117088291171,1
106,0.8227177282271773,1
107,0.5294470552944706,1
108,0.26777322267773224,1
109,0.8597140285971403,1
110,0.24697530246975302,1
111,0.6302369763023697,1
112,0.48705129487051296,1
113,0.21107889211078892,1
114,0.208979102089791,1
115,0.511948805119488,1
116,0.6043395660433957,1
117,0.3802619738026197,1
118,0.6168383161683831,1
119,0.6535346465353464,1
120,0.9032096790320968,1
121,0.7897210278972103,1
122,0.25337466253374663,1
123,0.48765123487651235,1
124,0.7203279672032796,1
125,0.68003199680032,1
126,0.5796420357964204,1
127,0.5796420357964204,1
128,0.42985701429857015,1
129,0.9731026897310269,1
130,0.2643735626437356,1
131,0.51994800519948,1
132,0.43765623437656237,1
133,0.6798320167983202,1
134,0.06969303069693031,1
135,0.26037396260373963,1
136,0.30026997300269975,1
137,0.922107789221078,1
138,0.25817418258174185,1
139,0.7037296270372962,1
140,0.45945405459454053,1
141,0.919008099190081,1
142,0.6131386861313869,1
143,0.13438656134386562,1
144,0.935006499350065,1
145,0.09719028097190281,1
146,0.8583141685831417,1
147,0.08559144085591441,1
148,0.25917408259174085,1
149,0.5457454254574543,1
150,0.42915708429157085,1
151,0.6128387161283871,1
152,0.44215578442155784,1
153,0.3655634436556344,1
154,0.1322867713228677,1
155,0.9777022297770223,1
156,0.23497650234976503,1
157,0.8955104489551045,1
158,0.6968303169683032,1
159,0.6511348865113489,1
160,0.6122387761223878,1
161,0.4390560943905609,1
162,0.8183181681831817,1
163,0.5144485551444855,1
164,0.393960603939606,1
165,0.2776722327767223,1
166,0.394960503949605,1
167,0.03949605039496051,0
168,0.4393560643935606,1
169,0.7428257174282572,1
170,0.11338866113388661,1
171,0.690930906909309,1
172,0.1110888911108889,1
173,0.4320567943205679,1
174,0.33496650334966505,1
175,0.0862913708629137,1
176,0.1441855814418558,1
177,0.5226477352264773,1
178,0.40305969403059694,1
179,0.1045895410458954,1
180,0.5814418558144185,1
181,0.46895310468953105,1
182,0.954004599540046,1
183,0.3340665933406659,1
184,0.7414258574142586,1
185,0.11438856114388561,1
186,0.3631636836316368,1
187,0.1070892910708929,1
188,0.8522147785221478,1
189,0.44925507449255075,1
190,0.9712028797120288,1
191,0.35576442355764426,1
192,0.32026797320267975,1
193,0.9382061793820617,1
194,0.0735926407359264,1
195,0.5838416158384162,1
196,0.9124087591240876,1
197,0.1414858514148585,1
198,0.48895110488951105,1
199,0.5568443155684432,1
200,0.43955604439556045,1
201,0.34056594340565943,1
202,0.6664333566643336,1
203,0.051894810518948106,1
204,0.9131086891310869,1
205,0.45665433456654336,1
206,0.8286171382861713,1
207,0.020997900209979003,0
208,0.3584641535846415,1
209,0.46215378462153783,1
210,0.10918908109189081,1
211,0.3310668933106689,1
212,0.20657934206579343,1
213,0.2410758924107589,1
214,0.10168983101689831,1
215,0.46255374462553744,1
216,0.19718028197180282,1
217,0.7713228677132287,1
218,0.08799120087991201,1
219,0.45625437456254375,1
220,0.978002199780022,1
221,0.17648235176482352,1
222,0.9264073592640736,1
223,0.0036996300369963003,0
224,0.08959104089591041,1
225,0.7094290570942906,1
226,0.08259174082591741,1
227,0.14808519148085192,1
228,0.050094990500949906,1
229,0.1227877212278772,1
230,0.3260673932606739,1
231,0.17848215178482152,1
232,0.6527347265273473,1
233,0.2535746425357464,1
234,0.37916208379162086,1
235,0.0735926407359264,1
236,0.4998500149985001,1
237,0.694930506949305,1
238,0.5082491750824918,1
239,0.9142085791420858,1
240,0.7141285871412859,1
241,0.16378362163783622,1
242,0.0023997600239976003,0
243,0.23827617238276172,1
244,0.42615738426157385,1
245,0.39366063393660633,1
246,0.33826617338266174,1
247,0.6352364763523648,1
248,0.028697130286971302,0
249,0.7754224577542246,1
250,0.539046095390461,1
251,0.13838616138386162,1
252,0.7295270472952705,1
253,0.5164483551644835,1
254,0.6388361163883611,1
255,0.9402059794020597,1
256,0.045995400459954004,0
257,0.6653334666533347,1
258,0.49645035496450357,1
259,0.5433456654334566,1
260,0.0871912808719128,1
261,0.7551244875512448,1
262,0.13438656134386562,1
263,0.9893010698930107,1
264,0.2575742425757424,1
265,0.9478052194780522,1
266,0.0978902109789021,1
267,0.6805319468053195,1
268,0.21537846215378462,1
269,0.8258174182581742,1
270,0.11078892110788921,1
271,0.81991800819918,1
272,0.0918908109189081,1
273,0.7085291470852915,1
274,0.8726127387261274,1
275,0.26677332266773324,1
276,0.7499250074992501,1
277,0.285971402859714,1
278,0.7447255274472553,1
279,0.3641635836416358,1
280,0.8082191780821918,1
281,0.9168083191680831,1
282,0.37306269373062695,1
283,0.7882211778822118,1
284,0.8618138186181382,1
285,0.7517248275172482,1
286,0.1267873212678732,1
287,0.8555144485551445,1
288,0.9666033396660334,1
289,0.7792220777922207,1
290,0.17498250174982502,1
291,0.6748325167483251,1
292,0.12428757124287572,1
293,0.7168283171682832,1
294,0.32536746325367466,1
295,0.7743225677432257,1
296,0.5127487251274873,1
297,0.6129387061293871,1
298,0.38446155384461556,1
299,0.31896810318968105,1
300,0.3407659234076592,1
301,0.3594640535946405,1
302,0.9388061193880612,1
303,0.40935906409359063,1
304,0.9192080791920808,1
305,0.2318768123187681,1
306,0.8008199180081992,1
307,0.45055494450554945,1
308,0.9672032796720328,1
309,0.5464453554644536,1
310,0.08549145085491451,1
311,0.38216178382161786,1
312,0.7123287671232876,1
313,0.072992700729927,1
314,0.9113088691130887,1
315,0.81991800819918,1
316,0.7543245675432457,1
317,0.7312268773122688,1
318,0.009799020097990201,0
319,0.7974202579742026,1
320,0.5324467553244675,1
321,0.8772122787721228,1
322,0.0608939106089391,1
323,0.6093390660933906,1
324,0.6052394760523948,1
325,0.7350264973502649,1
326,0.29227077292270776,1
327,0.7409259074092591,1
328,0.11808819118088192,1
329,0.7098290170982902,1
330,0.063993600639936,1
331,0.024397560243975602,0
332,0.802019798020198,1
333,0.7579242075792421,1
334,0.5481451854814519,1
335,0.0206979302069793,0
336,0.7898210178982101,1
337,0.08709129087091291,1
338,0.9884011598840116,1
339,0.47905209479052097,1
340,0.9838016198380162,1
341,0.06879312068793121,1
342,0.8878112188781122,1
343,0.3260673932606739,1
344,0.928907109289071,1
345,0.7458254174582541,1
346,0.13878612138786123,1
347,0.18048195180481952,1
348,0.410958904109589,1
349,0.3337666233376662,1
350,0.6172382761723828,1
351,0.9173082691730827,1
352,0.20737926207379262,1
353,0.0527947205279472,1
354,0.2582741725827417,1
355,0.34056594340565943,1
356,0.3571642835716428,1
357,0.8876112388761124,1
358,0.8251174882511749,1
359,0.20727927207279273,1
360,0.28257174282571745,1
