seq,p_value,appears_random
0,0.033396660333966606,0
1,0.10628937106289371,1
2,0.10228977102289771,1
3,0.41955804419558046,1
4,0.006899310068993101,0
5,0.3521647835216478,1
6,0.010798920107989201,0
7,0.40735926407359263,1
8,0.967003299670033,1
9,0.20087991200879912,1
10,0.6819318068193181,1
11,0.6014398560143985,1
12,0.1478852114788521,1
13,0.13008699130086993,1
14,0.535046495350465,1
15,0.9562043795620438,1
16,0.0314968503149685,0
17,0.7484251574842515,1
18,0.9361063893610639,1
19,0.0184981501849815,0
20,0.8356164383561644,1
21,0.5632436756324367,1
22,0.7932206779322067,1
23,0.49275072492750727,1
24,0.45325467453254675,1
25,0.9151084891510849,1
26,0.9913008699130087,1
27,0.5332466753324667,1
28,0.8844115588441156,1
29,0.017698230176982303,0
30,0.6917308269173083,1
31,0.8711128887111289,1
32,0.5651434856514349,1
33,0.026197380261973803,0
34,0.47285271472852713,1
35,0.49965003499650035,1
36,0.08899110088991101,1
37,0.23607639236076391,1
38,0.251974802519748,1
39,0.19418058194180582,1
40,0.76992300769923,1
41,0.795020497950205,1
42,0.5709429057094291,1
43,0.3848615138486151,1
44,0.12668733126687332,1
45,0.5090490950904909,1
46,0.18038196180381963,1
47,0.12148785121487851,1
48,0.597040295970403,1
49,0.7815218478152185,1
50,0.283971602839716,1
51,0.48965103489651035,1
52,0.0570942905709429,1
53,0.23627637236276372,1
54,0.40115988401159886,1
55,0.6613338666133387,1
56,0.5272472752724727,1
57,0.27217278272172785,1
58,0.9103089691030897,1
59,0.37406259374062595,1
60,0.3454654534546545,1
61,0.0387961203879612,0
62,0.2999700029997,1
63,0.21727827217278273,1
64,0.9366063393660634,1
65,0.26047395260473954,1
66,0.8626137386261374,1
67,0.17468253174682533,1
68,0.1424857514248575,1
69,0.4480551944805519,1
70,0.23117688231176883,1
71,0.29857014298570145,1
72,0.1304869513048695,1
73,0.9198080191980802,1
74,0.5331466853314668,1
75,0.43325667433256676,1
76,0.2318768123187681,1
77,0.6873312668733127,1
78,0.4096590340965903,1
79,0.925007499250075,1
80,0.47035296470352966,1
81,0.912008799120088,1
82,0.17218278172182783,1
83,0.38366163383661633,1
84,0.6695330466953304,1
85,0.4901509849015098,1
86,0.7446255374462554,1
87,0.2947705229477052,1
88,0.05469453054694531,1
89,0.919008099190081,1
90,0.6799320067993201,1
91,0.9005099490050995,1
92,0.6493350664933507,1
93,0.5736426357364264,1
94,0.5441455854414559,1
95,0.36896310368963103,1
96,0.16148385161483853,1
97,0.1456854314568543,1
98,0.025297470252974703,0
99,0.23797620237976203,1
100,0.06179382061793821,1
101,0.6014398560143985,1
102,0.23717628237176283,1
103,0.6092390760923908,1
104,0.44895510448955106,1
105,0.0031996800319968005,0
106,0.9262073792620737,1
107,0.7551244875512448,1
108,0.6332366763323668,1
109,0.7324267573242675,1
110,0.9115088491150884,1
111,0.3501649835016498,1
112,0.511948805119488,1
113,0.8415158484151585,1
114,0.7430256974302569,1
115,0.36866313368663134,1
116,0.44725527447255276,1
117,0.839016098390161,1
118,0.21937806219378062,1
119,0.3812618738126187,1
120,0.9862013798620138,1
121,0.8246175382461753,1
122,0.1827817218278172,1
123,0.24917508249175083,1
124,0.1366863313668633,1
125,0.21287871212878712,1
126,0.8284171582841716,1
127,0.97000299970003,1
128,0.18468153184681532,1
129,0.9027097290270973,1
130,0.39916008399160086,1
