seq,p_value,appears_random
0,0.9199080091990801,1
1,0.6906309369063094,1
2,0.37106289371062895,1
3,0.49595040495950404,1
4,0.7554244575542446,1
5,0.897010298970103,1
6,0.7554244575542446,1
7,0.9001099890010998,1
8,0.7125287471252875,1
9,0.47525247475252475,1
10,0.3731626837316268,1
11,0.6032396760323968,1
12,0.5104489551044895,1
13,0.6927307269273073,1
14,0.7415258474152585,1
15,0.6357364263573643,1
16,0.6855314468553144,1
17,0.9861013898610139,1
18,0.8636136386361364,1
19,0.5448455154484552,1
20,0.07939206079392061,1
21,0.9695030496950305,1
22,0.9205079492050795,1
23,0.6894310568943106,1
24,0.6876312368763123,1
25,0.1640835916408359,1
26,0.48065193480651935,1
27,0.7522247775222478,1
28,0.0341965803419658,0
29,0.26417358264173585,1
30,0.7244275572442755,1
31,0.283971602839716,1
32,0.9259074092590741,1
33,0.7467253274672533,1
34,0.396960303969603,1
35,0.5294470552944706,1
36,0.7193280671932807,1
37,0.9893010698930107,1
38,0.15978402159784022,1
39,0.16078392160783922,1
40,0.6719328067193281,1
41,0.81991800819918,1
42,0.93000699930007,1
43,0.6524347565243476,1
44,0.0382961703829617,0
45,0.8723127687231277,1
46,0.1553844615538446,1
47,0.1476852314768523,1
48,0.5166483351664833,1
49,0.2672732726727327,1
50,0.3588641135886411,1
51,0.7785221477852214,1
52,0.5912408759124088,1
53,0.9245075492450755,1
54,0.9905009499050095,1
55,0.9662033796620338,1
56,0.44465553444655537,1
57,0.789021097890211,1
58,0.7187281271872813,1
59,0.31586841315868414,1
60,0.2104789521047895,1
61,0.6317368263173683,1
62,0.9527047295270473,1
63,0.39286071392860716,1
64,0.8231176882311769,1
65,0.7407259274072593,1
66,0.5308469153084692,1
67,0.8496150384961504,1
68,0.8886111388861114,1
69,0.5236476352364764,1
70,0.9189081091890811,1
71,0.19758024197580243,1
72,0.32496750324967505,1
73,0.0963903609639036,1
74,0.654034596540346,1
75,0.1533846615338466,1
76,0.38296170382961703,1
77,0.7325267473252675,1
78,0.9488051194880512,1
79,0.7139286071392861,1
80,0.825917408259174,1
81,0.5536446355364464,1
82,0.44965503449655037,1
83,0.2465753424657534,1
84,0.670932906709329,1
85,0.8426157384261573,1
86,0.34456554344565543,1
87,0.44245575442455753,1
88,0.5053494650534947,1
89,0.5207479252074793,1
90,0.32466753324667535,1
91,0.8668133186681332,1
92,0.8435156484351565,1
93,0.43565643435656437,1
94,0.34866513348665135,1
95,0.46165383461653836,1
96,0.8795120487951205,1
97,0.9891010898910109,1
98,0.9152084791520848,1
99,0.6282371762823717,1
100,0.10638936106389361,1
101,0.5637436256374363,1
102,0.9323067693230677,1
103,0.8937106289371063,1
104,0.42555744425557446,1
105,0.7291270872912708,1
106,0.6494350564943505,1
107,0.9826017398260174,1
108,0.2860713928607139,1
109,0.5608439156084392,1
110,0.8443155684431557,1
111,0.29547045295470453,1
112,0.39506049395060494,1
113,0.9086091390860914,1
114,0.5744425557444256,1
115,0.6641335866413358,1
116,0.8671132886711329,1
117,0.26617338266173385,1
118,0.9858014198580142,1
119,0.030896910308969103,0
120,0.47165283471652836,1
121,0.41205879412058793,1
122,0.21297870212978703,1
123,0.532046795320468,1
124,0.6775322467753224,1
125,0.055194480551944806,1
126,0.44475552444755523,1
127,0.3842615738426157,1
128,0.4938506149385061,1
129,0.38676132386761325,1
130,0.9311068893110689,1
131,0.7458254174582541,1
132,0.24717528247175283,1
133,0.8677132286771323,1
134,0.06989301069893011,1
135,0.8914108589141085,1
136,0.7471252874712528,1
137,0.7982201779822018,1
138,0.7413258674132587,1
139,0.5525447455254474,1
140,0.388961103889611,1
141,0.0446955304469553,0
142,0.9978002199780022,1
143,0.2546745325467453,1
144,0.6326367363263674,1
145,0.9003099690030997,1
146,0.1845815418458154,1
147,0.6981301869813019,1
148,0.35056494350564943,1
149,0.672032796720328,1
150,0.10788921107889211,1
151,0.8189181081891811,1
152,0.9278072192780722,1
153,0.5424457554244576,1
154,0.33196680331966805,1
155,0.41155884411558846,1
156,0.9898010198980102,1
157,0.1887811218878112,1
158,0.8201179882011799,1
159,0.5878412158784122,1
160,0.13338666133386662,1
161,0.940905909409059,1
162,0.37046295370462956,1
163,0.9294070592940706,1
164,0.38886111388861117,1
165,0.9949005099490051,1
166,0.2836716328367163,1
167,0.5814418558144185,1
168,0.15608439156084392,1
169,0.9945005499450055,1
170,0.9849015098490151,1
171,0.49665033496650335,1
172,0.21337866213378662,1
173,0.8861113888611138,1
174,0.642035796420358,1
175,0.46955304469553044,1
176,0.9975002499750025,1
177,0.9732026797320268,1
178,0.7792220777922207,1
179,0.8539146085391461,1
180,0.45615438456154384,1
181,0.20457954204579543,1
182,0.3574642535746425,1
183,0.5677432256774323,1
184,0.42355764423557646,1
185,0.0720927907209279,1
186,0.050994900509949,1
187,0.08339166083391661,1
188,0.661033896610339,1
189,0.5181481851814819,1
190,0.7456254374562544,1
191,0.0065993400659934,0
192,0.12998700129987,1
193,0.5208479152084792,1
194,0.44745525447455253,1
195,0.20227977202279773,1
196,0.684931506849315,1
197,0.4577542245775422,1
198,0.6934306569343066,1
199,0.6995300469953005,1
200,0.8809119088091191,1
201,0.5095490450954905,1
202,0.8202179782021798,1
203,0.09779022097790221,1
204,0.9845015498450155,1
205,0.682031796820318,1
206,0.38106189381061895,1
207,0.33026697330266974,1
208,0.8023197680231977,1
209,0.5681431856814319,1
210,0.19768023197680232,1
211,0.11538846115388461,1
212,0.130986901309869,1
213,0.41455854414558546,1
214,0.6718328167183282,1
215,0.19838016198380162,1
216,0.8346165383461653,1
217,0.7313268673132687,1
218,0.41305869413058693,1
219,0.5525447455254474,1
220,0.7545245475452454,1
221,0.09719028097190281,1
222,0.6021397860213978,1
223,0.547945205479452,1
224,0.13858614138586142,1
225,0.7506249375062494,1
226,0.892010798920108,1
227,0.262973702629737,1
228,0.8094190580941906,1
229,0.1628837116288371,1
230,0.5604439556044396,1
231,0.07079292070792921,1
232,0.19118088191180882,1
233,0.016698330166983303,0
234,0.6492350764923508,1
235,0.04079592040795921,0
236,0.18898110188981102,1
237,0.1468853114688531,1
238,0.5289471052894711,1
239,0.48135186481351866,1
240,0.9715028497150285,1
241,0.37436256374362564,1
242,0.8512148785121488,1
243,0.539046095390461,1
244,0.09019098090190981,1
245,0.7445255474452555,1
246,0.6687331266873313,1
247,0.0382961703829617,0
248,0.6125387461253875,1
249,0.13138686131386862,1
250,0.2151784821517848,1
251,0.7878212178782121,1
252,0.06079392060793921,1
253,0.1668833116688331,1
254,0.48035196480351966,1
255,0.6248375162483751,1
256,0.4794520547945205,1
257,0.962903709629037,1
258,0.6678332166783322,1
259,0.5158484151584841,1
260,0.9801019898010199,1
261,0.6067393260673932,1
262,0.9796020397960205,1
263,0.8498150184981502,1
264,0.846015398460154,1
265,0.5621437856214379,1
266,0.8232176782321767,1
267,0.030096990300969902,0
268,0.5273472652734726,1
269,0.22507749225077492,1
270,0.9567043295670433,1
271,0.8755124487551245,1
272,0.7713228677132287,1
273,0.6271372862713729,1
274,0.41755824417558246,1
275,0.6373362663733627,1
276,0.7512248775122488,1
277,0.5005499450054994,1
278,0.7426257374262574,1
279,0.843015698430157,1
280,0.35366463353664634,1
281,0.08599140085991401,1
282,0.6037396260373963,1
283,0.8537146285371463,1
284,0.7034296570342966,1
285,0.070992900709929,1
286,0.0817918208179182,1
287,0.6055394460553944,1
288,0.5929407059294071,1
289,0.43555644435556445,1
290,0.7188281171882812,1
291,0.39176082391760825,1
292,0.31726827317268275,1
293,0.26847315268473154,1
294,0.43665633436656337,1
295,0.8599140085991401,1
296,0.5800419958004199,1
297,0.45665433456654336,1
298,0.48925107489251074,1
299,0.8035196480351965,1
300,0.8023197680231977,1
301,0.7675232476752325,1
302,0.8439156084391561,1
303,0.5023497650234976,1
304,0.46325367463253675,1
305,0.22847715228477153,1
306,0.6748325167483251,1
307,0.7535246475352465,1
308,0.12938706129387062,1
309,0.6047395260473952,1
310,0.511948805119488,1
311,0.0872912708729127,1
312,0.78992100789921,1
313,0.018598140185981403,0
314,0.7213278672132787,1
315,0.5684431556844316,1
316,0.09109089091090891,1
317,0.0354964503549645,0
318,0.805019498050195,1
319,0.8648135186481352,1
320,0.5269473052694731,1
321,0.4333566643335666,1
322,0.9649035096490352,1
323,0.0897910208979102,1
324,0.38206179382061795,1
325,0.6737326267373263,1
326,0.22107789221077892,1
327,0.8308169183081692,1
328,0.8563143685631437,1
329,0.11298870112988701,1
330,0.9581041895810419,1
331,0.5282471752824718,1
332,0.6477352264773523,1
333,0.8539146085391461,1
334,0.9888011198880112,1
335,0.9158084191580842,1
336,0.48995100489951005,1
337,0.8272172782721727,1
338,0.41435856414358563,1
339,0.34996500349965004,1
340,0.8502149785021498,1
341,0.0932906709329067,1
342,0.5451454854514548,1
343,0.5973402659734026,1
344,0.3428657134286571,1
345,0.4914508549145086,1
346,0.07089291070892911,1
347,0.9031096890310969,1
348,0.9686031396860314,1
349,0.19068093190680932,1
350,0.35596440355964404,1
351,0.49195080491950804,1
352,0.1464853514648535,1
353,0.3080691930806919,1
354,0.19148085191480851,1
355,0.670932906709329,1
356,0.7264273572642735,1
357,0.5504449555044496,1
358,0.08509149085091491,1
359,0.31716828317168283,1
360,0.13188681131886812,1
361,0.134986501349865,1
362,0.19468053194680532,1
363,0.15298470152984703,1
364,0.5537446255374463,1
365,0.6375362463753624,1
366,0.032096790320967905,0
367,0.0086991300869913,0
368,0.6755324467553244,1
369,0.8951104889511049,1
370,0.27977202279772023,1
371,0.31996800319968005,1
372,0.24267573242675733,1
373,0.6713328667133287,1
374,0.44325567443255676,1
375,0.585941405859414,1
376,0.8014198580141986,1
377,0.22547745225477453,1
378,0.41075892410758924,1
379,0.42795720427957207,1
380,0.8426157384261573,1
381,0.7787221277872213,1
382,0.6702329767023297,1
383,0.007999200079992,0
384,0.19788021197880212,1
385,0.2913708629137086,1
386,0.6040395960403959,1
387,0.48185181481851813,1
388,0.39886011398860116,1
389,0.384961503849615,1
390,0.7641235876412359,1
391,0.7330266973302669,1
392,0.3317668233176682,1
393,0.0882911708829117,1
394,0.1473852614738526,1
395,0.5525447455254474,1
396,0.583941605839416,1
397,0.8002199780021998,1
398,0.8903109689031097,1
399,0.1501849815018498,1
400,0.15228477152284772,1
401,0.8442155784421558,1
402,0.8204179582041796,1
403,0.6086391360863913,1
404,0.18318168183181682,1
405,0.9003099690030997,1
406,0.25147485251474855,1
407,0.6147385261473852,1
408,0.07649235076492351,1
409,0.042695730426957304,0
410,0.39516048395160486,1
411,0.4116588341165883,1
412,0.6698330166983302,1
413,0.8543145685431457,1
414,0.5883411658834117,1
415,0.6112388761123888,1
416,0.038396160383961604,0
417,0.6336366363363664,1
418,0.6639336066393361,1
419,0.6978302169783022,1
420,0.6438356164383562,1
421,0.48705129487051296,1
422,0.27857214278572145,1
423,0.14008599140085992,1
424,0.8657134286571343,1
425,0.44995500449955006,1
426,0.1690830916908309,1
427,0.7434256574342566,1
428,0.9068093190680931,1
429,0.9607039296070393,1
430,0.35296470352964704,1
431,0.9095090490950904,1
432,0.22547745225477453,1
433,0.12718728127187282,1
434,0.8592140785921408,1
435,0.5137486251374862,1
436,0.30546945305469453,1
437,0.8007199280071993,1
438,0.9364063593640636,1
439,0.47605239476052397,1
440,0.6877312268773123,1
441,0.6207379262073792,1
442,0.30686931306869314,1
443,0.716928307169283,1
444,0.5874412558744125,1
445,0.0202979702029797,0
446,0.928007199280072,1
447,0.39446055394460555,1
448,0.6268373162683731,1
449,0.29087091290870914,1
450,0.19658034196580343,1
451,0.6642335766423357,1
452,0.7438256174382561,1
453,0.7346265373462654,1
454,0.9957004299570043,1
455,0.20327967203279673,1
456,0.8647135286471352,1
457,0.9527047295270473,1
458,0.08709129087091291,1
459,0.130986901309869,1
460,0.8044195580441956,1
461,0.41045895410458955,1
462,0.43645635436456354,1
463,0.553944605539446,1
464,0.22667733226677333,1
465,0.5314468553144686,1
466,0.3805619438056194,1
467,0.021597840215978402,0
468,0.003999600039996,0
469,0.48535146485351466,1
470,0.9624037596240376,1
471,0.9543045695430457,1
472,0.46515348465153483,1
473,0.9821017898210179,1
474,0.5811418858114189,1
475,0.8965103489651035,1
476,0.4333566643335666,1
477,0.6843315668433156,1
478,0.2278772122787721,1
479,0.6399360063993601,1
480,0.37866213378662134,1
481,0.14008599140085992,1
482,0.2806719328067193,1
483,0.5980401959804019,1
484,0.028997100289971003,0
485,0.7535246475352465,1
486,0.39866013398660133,1
487,0.31316868313168683,1
488,0.293970602939706,1
489,0.7707229277072293,1
490,0.9717028297170283,1
491,0.34266573342665735,1
492,0.5851414858514149,1
493,0.6337366263373663,1
494,0.38736126387361264,1
495,0.32086791320867913,1
496,0.47295270472952705,1
497,0.783021697830217,1
498,0.8475152484751525,1
499,0.27307269273072693,1
500,0.1556844315568443,1
501,0.35006499350064996,1
502,0.8251174882511749,1
503,0.9288071192880712,1
504,0.7428257174282572,1
505,0.25847415258474155,1
506,0.8098190180981902,1
507,0.5826417358264173,1
508,0.8489151084891511,1
509,0.6513348665133487,1
510,0.5687431256874312,1
511,0.7241275872412759,1
512,0.5141485851414859,1
513,0.2535746425357464,1
514,0.20007999200079993,1
515,0.27787221277872215,1
516,0.3604639536046395,1
517,0.4042595740425957,1
518,0.8688131186881312,1
519,0.6703329667033296,1
520,0.7516248375162484,1
521,0.3965603439656034,1
522,0.9575042495750425,1
523,0.9189081091890811,1
524,0.8089191080891911,1
525,0.9792020797920208,1
526,0.8616138386161384,1
527,0.8801119888011198,1
528,0.8988101189881011,1
529,0.6639336066393361,1
530,0.5629437056294371,1
531,0.6644335566443356,1
532,0.5116488351164884,1
533,0.43795620437956206,1
534,0.5587441255874412,1
535,0.22917708229177083,1
536,0.7703229677032297,1
537,0.1523847615238476,1
538,0.09349065093490651,1
539,0.3481651834816518,1
540,0.8905109489051095,1
541,0.43395660433956607,1
542,0.6568343165683431,1
543,0.45845415458454153,1
544,0.42275772422757724,1
545,0.49735026497350265,1
546,0.7529247075292471,1
547,0.2502749725027497,1
548,0.008999100089991,0
549,0.18618138186181382,1
550,0.5435456454354565,1
551,0.9596040395960403,1
552,0.2440755924407559,1
553,0.37366263373662634,1
554,0.8653134686531346,1
555,0.049095090490950906,0
556,0.1917808219178082,1
557,0.1932806719328067,1
558,0.5894410558944105,1
559,0.7295270472952705,1
560,0.21677832216778323,1
561,0.0292970702929707,0
562,0.42885711428857115,1
563,0.1441855814418558,1
564,0.47285271472852713,1
565,0.42615738426157385,1
566,0.973002699730027,1
567,0.13158684131586842,1
568,0.9422057794220577,1
569,0.029697030296970302,0
570,0.5152484751524847,1
571,0.22137786221377861,1
572,0.844015598440156,1
573,0.8011198880111989,1
574,0.6983301669833016,1
575,0.0694930506949305,1
576,0.9494050594940506,1
577,0.8315168483151685,1
578,0.9543045695430457,1
579,0.39176082391760825,1
580,0.267973202679732,1
581,0.9757024297570243,1
582,0.8997100289971003,1
583,0.9902009799020098,1
584,0.41815818418158185,1
585,0.30396960303969606,1
586,0.5116488351164884,1
587,0.17228277172282772,1
588,0.0918908109189081,1
589,0.06079392060793921,1
590,0.676032396760324,1
591,0.6062393760623938,1
592,0.0903909609039096,1
593,0.7386261373862614,1
594,0.8624137586241376,1
595,0.2430756924307569,1
596,0.7286271372862714,1
