seq,p_value,appears_random
0,0.5885411458854115,1
1,0.5606439356064393,1
2,0.5543445655434457,1
3,0.26137386261373863,1
4,0.6363363663633637,1
5,0.6052394760523948,1
6,0.22007799220077992,1
7,0.9695030496950305,1
8,0.7787221277872213,1
9,0.7547245275472453,1
10,0.7488251174882512,1
11,0.5851414858514149,1
12,0.21387861213878612,1
13,0.948005199480052,1
14,0.7904209579042096,1
15,0.1302869713028697,1
16,0.6905309469053095,1
17,0.833916608339166,1
18,0.7092290770922908,1
19,0.08449155084491551,1
20,0.9258074192580742,1
21,0.0397960203979602,0
22,0.37946205379462056,1
23,0.1292870712928707,1
24,0.5831416858314169,1
25,0.7122287771222878,1
26,0.879012098790121,1
27,0.16828317168283172,1
28,0.08559144085591441,1
29,0.0098990100989901,0
30,0.1543845615438456,1
31,0.025097490250974904,0
32,0.8411158884111589,1
33,0.7696230376962304,1
34,0.5231476852314768,1
35,0.5068493150684932,1
36,0.8855114488551145,1
37,0.8499150084991501,1
38,0.100989901009899,1
39,0.036696330366963306,0
40,0.3675632436756324,1
41,0.46005399460054,1
42,0.9123087691230877,1
43,0.74002599740026,1
44,0.9899010098990101,1
45,0.9029097090290971,1
46,0.7888211178882112,1
47,0.40845915408459155,1
48,0.1812818718128187,1
49,0.5554444555544445,1
50,0.49075092490750927,1
51,0.3391660833916608,1
52,0.40675932406759324,1
53,0.041495850414958506,0
54,0.24337566243375663,1
55,0.6114388561143885,1
56,0.2916708329167083,1
57,0.7707229277072293,1
58,0.6839316068393161,1
59,0.6031396860313969,1
60,0.47025297470252975,1
61,0.21387861213878612,1
62,0.014598540145985401,0
63,0.41255874412558746,1
64,0.7002299770022997,1
65,0.5960403959604039,1
66,0.7185281471852815,1
67,0.27387261273872615,1
68,0.2538746125387461,1
69,0.7847215278472153,1
70,0.31116888311168883,1
71,0.9158084191580842,1
72,0.0327967203279672,0
73,0.983001699830017,1
74,0.6686331366863314,1
75,0.8412158784121588,1
76,0.3595640435956404,1
77,0.32596740325967405,1
78,0.08249175082491751,1
79,0.38416158384161586,1
80,0.8718128187181282,1
81,0.555044495550445,1
82,0.1683831616838316,1
83,0.7178282171782822,1
84,0.33726627337266274,1
85,0.6601339866013398,1
86,0.34906509349065096,1
87,0.6984301569843016,1
88,0.5000499950005,1
89,0.7773222677732227,1
90,0.2930706929307069,1
91,0.23597640235976403,1
92,0.23927607239276072,1
93,0.30196980301969806,1
94,0.2706729327067293,1
95,0.7066293370662934,1
96,0.42455754424557546,1
97,0.22957704229577042,1
98,0.5513448655134486,1
99,0.48865113488651135,1
100,0.11118888111188881,1
101,0.9243075692430757,1
102,0.8464153584641536,1
103,0.11398860113988601,1
104,0.5641435856414359,1
105,0.34226577342265774,1
106,0.8338166183381662,1
107,0.1944805519448055,1
108,0.6314368563143685,1
109,0.396960303969603,1
110,0.26037396260373963,1
111,0.6684331566843316,1
112,0.06969303069693031,1
113,0.6852314768523148,1
114,0.8082191780821918,1
115,0.5538446155384461,1
116,0.9053094690530947,1
117,0.28217178282171784,1
118,0.9958004199580042,1
119,0.9247075292470753,1
120,0.7792220777922207,1
121,0.5454454554544546,1
122,0.28877112288771123,1
123,0.6092390760923908,1
124,0.19908009199080093,1
125,0.6915308469153084,1
126,0.10228977102289771,1
127,0.2566743325667433,1
128,0.24377562243775622,1
129,0.37196280371962803,1
130,0.5449455054494551,1
131,0.8486151384861513,1
132,0.147985201479852,1
133,0.7725227477252274,1
134,0.058894110588941104,1
135,0.7257274272572742,1
136,0.46665333466653336,1
137,0.025297470252974703,0
138,0.21397860213978603,1
139,0.43685631436856315,1
140,0.2612738726127387,1
141,0.09419058094190581,1
142,0.40935906409359063,1
143,0.5796420357964204,1
144,0.5125487451254874,1
145,0.6886311368863114,1
146,0.5061493850614939,1
147,0.9493050694930507,1
148,0.09099090090990901,1
149,0.6046395360463953,1
150,0.33536646335366466,1
151,0.34466553344665535,1
152,0.5361463853614639,1
153,0.9597040295970403,1
154,0.525047495250475,1
155,0.7132286771322868,1
156,0.2722727727227277,1
157,0.5856414358564144,1
158,0.7462253774622538,1
159,0.17698230176982302,1
160,0.14678532146785322,1
161,0.047995200479952004,0
162,0.8198180181981802,1
163,0.9086091390860914,1
164,0.22957704229577042,1
165,0.5133486651334866,1
166,0.7338266173382662,1
167,0.2141785821417858,1
168,0.5486451354864513,1
169,0.25247475252474755,1
170,0.36766323367663234,1
171,0.44785521447855214,1
172,0.6008399160083991,1
173,0.24827517248275172,1
174,0.20177982201779823,1
175,0.7571242875712428,1
176,0.45085491450854914,1
177,0.07879212078792121,1
178,0.39606039396060394,1
179,0.8814118588141185,1
180,0.8921107889211078,1
181,0.9803019698030196,1
182,0.5622437756224378,1
183,0.8791120887911209,1
184,0.0415958404159584,0
185,0.0628937106289371,1
186,0.10578942105789421,1
187,0.9311068893110689,1
188,0.26647335266473354,1
189,0.3320667933206679,1
190,0.5711428857114289,1
191,0.3494650534946505,1
192,0.38506149385061494,1
193,0.691030896910309,1
194,0.519048095190481,1
195,0.17798220177982202,1
196,0.9631036896310369,1
197,0.9604039596040396,1
198,0.14358564143585642,1
199,0.5122487751224878,1
200,0.1628837116288371,1
201,0.7145285471452855,1
202,0.8386161383861613,1
203,0.11818818118188182,1
204,0.8377162283771623,1
205,0.46625337466253375,1
206,0.21827817218278173,1
207,0.17498250174982502,1
208,0.5387461253874612,1
209,0.5024497550244975,1
210,0.33266673332666735,1
211,0.6162383761623837,1
212,0.16618338166183383,1
213,0.3798620137986201,1
214,0.8751124887511249,1
215,0.47025297470252975,1
216,0.37236276372362764,1
217,0.4527547245275472,1
218,0.23227677232276772,1
219,0.35476452354764526,1
220,0.7843215678432157,1
221,0.16418358164183583,1
222,0.45535446455354467,1
223,0.39946005399460055,1
224,0.7290270972902709,1
225,0.44635536446355367,1
226,0.22227777222277773,1
227,0.9438056194380562,1
228,0.08289171082891711,1
229,0.44325567443255676,1
230,0.5728427157284272,1
231,0.7256274372562743,1
232,0.795020497950205,1
233,0.8965103489651035,1
234,0.36206379362063795,1
235,0.44075592440755923,1
236,0.6486351364863514,1
237,0.06519348065193481,1
238,0.1837816218378162,1
239,0.37716228377162286,1
240,0.6954304569543046,1
241,0.045995400459954004,0
242,0.6644335566443356,1
243,0.39766023397660233,1
244,0.4360563943605639,1
245,0.0254974502549745,0
246,0.968003199680032,1
247,0.030296970302969704,0
248,0.38706129387061294,1
249,0.9558044195580442,1
250,0.0047995200479952005,0
251,0.25317468253174685,1
252,0.34956504349565043,1
253,0.4624537546245375,1
254,0.6146385361463854,1
255,0.11918808119188082,1
256,0.45445455454454553,1
257,0.2395760423957604,1
258,0.9799020097990201,1
259,0.6199380061993801,1
260,0.47425257474252575,1
261,0.9248075192480751,1
262,0.1847815218478152,1
263,0.9403059694030597,1
264,0.1488851114888511,1
265,0.7932206779322067,1
266,0.36826317368263173,1
267,0.8663133686631337,1
268,0.37646235376462356,1
269,0.6643335666433356,1
270,0.8113188681131887,1
271,0.38946105389461055,1
272,0.6628337166283371,1
273,0.7112288771122888,1
274,0.5338466153384661,1
275,0.7507249275072493,1
276,0.5509449055094491,1
277,0.5749425057494251,1
278,0.6812318768123188,1
279,0.3431656834316568,1
280,0.2800719928007199,1
281,0.9965003499650035,1
282,0.8583141685831417,1
283,0.8128187181281872,1
284,0.1558844115588441,1
285,0.971002899710029,1
286,0.8624137586241376,1
287,0.37476252374762525,1
288,0.38006199380061995,1
289,0.44715528447155284,1
290,0.7772222777722227,1
291,0.46805319468053197,1
292,0.19158084191580843,1
293,0.4527547245275472,1
294,0.4323567643235676,1
295,0.6458354164583542,1
296,0.886011398860114,1
297,0.9719028097190281,1
298,0.7984201579842016,1
299,0.46255374462553744,1
300,0.8023197680231977,1
301,0.5673432656734326,1
302,0.7589241075892411,1
303,0.6144385561443856,1
304,0.9767023297670233,1
305,0.7408259174082592,1
306,0.597940205979402,1
307,0.14238576142385762,1
308,0.941005899410059,1
309,0.930906909309069,1
310,0.9106089391060894,1
311,0.5576442355764424,1
312,0.6782321767823217,1
313,0.7581241875812419,1
314,0.9189081091890811,1
315,0.964003599640036,1
316,0.6280371962803719,1
317,0.0110988901109889,0
318,0.07739226077392261,1
319,0.3872612738726127,1
320,0.45825417458254175,1
321,0.7236276372362763,1
322,0.8304169583041696,1
323,0.6025397460253975,1
324,0.5833416658334166,1
325,0.5032496750324967,1
326,0.8527147285271472,1
327,0.7146285371462854,1
328,0.8938106189381062,1
329,0.19608039196080393,1
330,0.24077592240775922,1
331,0.7728227177282272,1
332,0.1625837416258374,1
333,0.1317868213178682,1
334,0.7142285771422858,1
335,0.45265473452654736,1
336,0.6561343865613438,1
337,0.24587541245875413,1
338,0.08749125087491251,1
339,0.4166583341665833,1
340,0.6040395960403959,1
341,0.1473852614738526,1
342,0.9366063393660634,1
343,0.6546345365463454,1
344,0.6093390660933906,1
345,0.47775222477752227,1
346,0.2004799520047995,1
347,0.0377962203779622,0
348,0.30656934306569344,1
349,0.8054194580541946,1
350,0.1366863313668633,1
351,0.8497150284971503,1
352,0.44315568443155684,1
353,0.2313768623137686,1
